;Excavation Siglum;"Excavation Numbers ""Cleared""";Excavation Numbers UTDB (+-RSTI);Excavation Numbers SAU;KTU3;SAU Biblio (not full!!);Script;Language;SAU Script;SAU Language;SAU Script et Language;SAU genre;RSTI object type;RSTI description;Archive/General area;SAU Archive/General area;Detail in General;SAU Detail in General;SAU findspot;possible relevant (religious) genres;"""Clemens 2001""";Clemens Type;Clemens Note;Seal;Size;Museal Siglum;SAU Museal Siglum;TEO findspot;Topographic Point;SAU p.t.;Depth;SAU Depth;Note
483;RS;['15.091'];['15.091'];15.091;;P3,75;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;VI;;UNCERTAIN;Legal;"possible mentiones ""sacred place"" (ha-ar-ma-ni), but there is not an agreement on this interpretation";;55 x 44 x 22;DO 3964;D 3964;Palais Royal, cour VI (Archives Centrales), p.t. 194 ? 1,0;194;194;1;1.00;
484;RS;['15.092'];['15.092'];15.092;;P3,54;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;VI;;;;;;69 x 53 x 25;DO 3965;D 3965;Palais Royal, cour VI (Archives Centrales), p.t. 194 ? 1,0;194;194;1;1.00;
485;RS;['15.093'];['15.093'];15.093;4.172;4.172;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Central archive;Central archive;20;+seal?/religious administration/royal/pgrm/record;SET TO FALSE;administrative;yrh pgrm (imho only temporal setting);+seal?/religious administration/royal/pgrm/record;70 x 54 x 20;DO 3966;D 3966;Palais Royal, room 20 (Archives Centrales), p.t. 215 ? 1,80;215;215;1,8;1.80;
486;RS;['15.094'];['15.094'];15.094;4.173;4.173;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;54;;;;;;101 x 81 x 29;DO 3967;D 3967;Palais Royal, room 54 (Archives Est), p.t. 109 ? 1,65;109;109;1,65;1.65;
487;RS;['15.095'];['15.095'];15.095;4.174;4.174;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;54;;;;;;68 x 80 x 26;DO 3968;D 3968;Palais Royal, room 54 (Archives Est), p.t. 109 ? 1,65;109;109;1,65;1.65;
488;RS;['15.096'];['15.096'];15.096;4.175;4.175;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Central archive;Central archive;32;;UNCERTAIN;administrative;mentions ṯˁy → cultic or official?? ;;40 x 64 x 22;DO 3969;D 3969;Palais Royal, room 32 (Archives Centrales), p.t. 41 ? 1,0;41;41;1;1.00;
489;RS;['15.097'];['15.097'];15.097;6.20;6.20;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;tag;Label;Label, Alphabetic Ugaritic;Royal Palace;Royal Palace;Central archive;Central archive;32;;;;;;16 x 24 x 13;DO 3970;D 3970;Palais Royal, room 32 (Archives Centrales), p.t. 41 ? 1,0;41;41;1;;
490;RS;['15.098'];['15.098'];15.098;2.17;2.17;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Le;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;53;;PROBABLY FALSE;Letter?;not-deity, not-oracular;;56 x 74 x 26;DO 3971;D 3971;Palais Royal, room 53 (Archives Est), p.t. 65 ? 0,35;65;65;0,35;0.35;
491;RS;['15.099'];['15.099'];15.099;4.176;4.176;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E?;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;53;;;;;;40 x 32 x 19;DO 3972;D 3972;Palais Royal, room 53 (Archives Est), p.t. 73 (suite), ? 0,70;73;72/73;;0.70;
492;RS;['15.100'];['15.100'];15.100;;P3,130;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;31;;;;;;42 x 64 x 29;DO 3973;D 3973;Palais Royal, room 31 (Archives Centrales), p.t. 209 ? 3,0;209;209;3;3.00;
493;RS;['15.101'];['15.101'];15.101;4.177;4.177;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;54;;;;;;70 x 48 x 29;DO 3974;D 3974;Palais Royal, room 54 (Archives Est), p.t. 75 ? 0,30;75;75;0,3;0.30;
494;RS;['15.102'];['15.102'];15.102;4.178;4.178;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;53;;;;;;65 x 24 x 23;DO 3975;D 3975;Palais Royal, room 53 (Archives Est), p.t. 82 ? 1,10 (suite de 72-73);82;82;1,1;1.10;
495;RS;['15.103'];['15.103'];15.103;4.179;4.179;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;53;;;;;;54 x 71 x 23;DO 3976;D 3976;Palais Royal, room 53 (Archives Est), p.t. 82 ? 1,10 (suite de 72-73);82;82;1,1;;
496;RS;['15.067', '15.104'];['15.104', '15.067'];15.067+15.104;4.162;4.162;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;53;;;;;;68 x 51 x 24;DO 3943;D 3943;Palais Royal, room 53 (Archives Est), p.t. 87 ? 1,40, (3e lot);87;87;;;
497;RS;['15.105'];['15.105'];15.105;4.180;4.180;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;53;;;;;;49 x 68 x 18;DO 3977;D 3977;Palais Royal, room 53 (Archives Est), p.t. 82 ? 1,10 (suite de 72-73);82;82;1,1;;
498;RS;['15.106'];['15.106'];15.106=107bis;4.181;4.181;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;52;;;;;;57 x 50 x 25;DO 3978;D 3978;Palais Royal, room 52 (Archives Est), p.t. 84 (suite) ? 2,50;84;84;;2.50;
499;RS;['15.107'];['15.107'];15.107;2.18;2.18;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Le?;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;52;;UNCERTAIN;Letter?/Legal?;šhr, šil;;33 x 44 x 10;DO 3979;D 3979;Palais Royal, room 52 (Archives Est), p.t. 84 (suite) ? 2,50;84;84;;;
500;RS;['15.108'];['15.108'];15.108;;P3,20;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;Le?;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Eastern archive;Eastern archive;53;;;;;;66 x 63 x 20;DO 3980;D 3980;Palais Royal, room 53 (Archives Est), p.t. 91 ? 1,80;91;91;1,8;1.80;
501;RS;['16.296', '15.109', '16.296A', '16.296B', '16.296C'];['15.109', '16.296'];16.296A+16.296B+16.296C+15.109;;P3,102;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;VI|IV/VI|30;;PRAVDA;Legal;curse protection of stipulations;;207 x 130 x 33;DO 4367;D 4367;Palais Royal, room 30 (Archives Centrales), p.t. 94 ? 0,10;94;444|445|392|94;0,1;0.78|0.68|0.80?|0.10;
502;RS;['15.111'];['15.111'];15.111;3.2;3.2;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;J;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Central archive;Central archive;VI;;;;;+yqrm seal;89 x 66 x 29;DO 3981;D 3981;Palais Royal, cour VI (Archives Centrales), p.t. 174 ? 1,0;174;174;1;1.00;
503;RS;['15.113'];['15.113'];15.113;;P3,168;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Eastern archive;Eastern archive;54;;;;;;81 x 60 x 31;DO 3982;D 3982;Palais Royal, room 54 (Archives Est), p.t. 109 ? 1,65;109;109;1,65;1.65;
504;RS;['15.114'];['15.114'];15.114;;P3,U2;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Eastern archive;Eastern archive;54;;;;;;46 x 60 x 27;DO 3983;D 3983;Palais Royal, room 54 (Archives Est), p.t. 109 ? 1,65;109;109;1,65;;
505;RS;['15.115'];['15.115'];15.115;4.182;4.182;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;53;record/religious administration;PRAVDA;administrative;administration of religion;;176 x 96 x 32;DO 3984;D 3984;Palais Royal, room 52 (Archives Est), p.t. 115, 116 ? 1,60;115;115+;;1.60;
506;RS;['15.116'];['15.116'];15.116;4.183;4.183;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;52;;UNCERTAIN;administrative;mentions šrm;;118 x 82 x 24;DO 3985;D 3985;Palais Royal, room 52 (Archives Est), p.t. 119 ? 2,50;119;119;2,5;2.50;
507;RS;['15.117'];['15.117'];15.117;3.11;7.63;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Le/J?;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;53;;PROBABLY FALSE;;"imho (and Clemens) not ""sacral"" royal titulary";;51 x 67 x 13;DO 3986;D 3986;Palais Royal, room 53 (Archives Est), p.t. 124 ? 2,10;124;124;2,1;2.10;
508;RS;['15.118'];['15.118'];15.118;;P3,131;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;VI;;;;;;76 x 66 x 29;DO 3987;D 3987;Palais Royal, cour VI (Archives Centrales), p.t. 180 ? 1,35;180;180;1,35;1.35;
509;RS;['15.119'];['15.119'];15.119;;P3,86;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;VI;;;;;;63 x 58 x 24;DO 3988;D 3988;Palais Royal, cour VI (Archives Centrales), p.t. 174 ? 1,0;174;174;1;1.00;
510;RS;['15.120'];['15.120'];15.120;;P3,56;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;VI;;PRAVDA;Legal;mentions Anu (?), possibly even oracle, but that is less certain;;59 x 51 x 23;DO 3989;D 3989;Palais Royal, cour VI (Archives Centrales), p.t. 174 ? 1,0;174;174;1;;
511;RS;['15.121'];['15.121'];15.121;;ftg.;;;;;;;Tablet;Tablet;Royal Palace;Royal Palace;Central archive;Central archive;VI;;;;;;54 x 58 x 25;Damas s.n.;;Palais Royal, cour VI (Archives Centrales), p.t. 174 ? 1,0;174;174;1;;
512;RS;['15.122'];['15.122'];15.122;;P3,131;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;VI;;;;;;69 x 64 x 40;DO 3990;D 3990;Palais Royal, cour VI (Archives Centrales), p.t. 174 ? 1,0;174;174;1;;
513;RS;['15.123', '16.152'];['15.123', '16.152'];15.123+16.152;;P3,89;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;IV/VI;;;;;;85 x 68 x 26;DO 3991;D 3991;Palais Royal, cour VI (Archives Centrales), p.t. 174 ? 1,0;174;ib.|406;1;0.93;
514;RS;['15.124'];['15.124'];15.124;;P3,21;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;Le?;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;31;;;;;;39 x 21 x 26;DO 3992;D 3992;Palais Royal, room 31 (Archives Centrales), p.t. 158 ? 0,30;158;158;0,3;0.30;
515;RS;['15.125'];['15.125'];15.125;3.12;2.19;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;J;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Central archive;Central archive;31;;;;;;55 x 63 x 29;DO 3993;D 3993;Palais Royal, room 31 (Archives Centrales), p.t. 155 ? 2,80;155;155;2,8;2.80;
516;RS;['15.126'];['15.126'];15.126;;P3,112;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;30;;;;;;82 x 74 x 36;DO 3994;D 3994;Palais Royal, room 30 (Archives Centrales), p.t. 150 ? 2,80;150;150;2,8;2.80;
517;RS;['15.127'];['15.127'];15.131+15.127;;P3,132|P3,133;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;;30|55;;;;;;52 x 55 x 25;DO 3995;D 3995|D 3999;Palais Royal, room 30 (Archives Centrales), p.t. 144 ? 2,20;144;160|144;2,2;2.20|1.60;
518;RS;['15.128'];['15.128'];15.128;3.3;3.3;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;J;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;54;;;;;;45 x 60 x 20;DO 3996;D 3996;Palais Royal, entre rooms 54, 57 (Archives Est), p.t. 143 ? 0,70;143;143;0,7;0.70;
519;RS;['15.129'];['15.129'];15.129;4.184;4.184;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;;57;;;;;;49 x 70 x 23;DO 3997;D 3997;Palais Royal, room 57 (Archives Est), p.t. 142 ? 0,40;142;142;0,4;0.40;
520;RS;['15.130'];['15.130'];15.130;1.81;1.81;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;53;ritual?/list (sacrifices)?;;;;;75 x 75 x 25;DO 3998;D 3998;Palais Royal, room 53 (Archives Est), p.t. 124 ? 2,10;124;124;2,1;2.10;
521;RS;['15.131'];['15.131'];15.131+15.127;;P3,132|P3,133;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Eastern archive;;30|55;;SET TO FALSE;Legal;no religious contents;;59 x 55 x 24;DO 3999;D 3995|D 3999;Palais Royal, room 55 (Archives Est), p.t. 160 ? 1,60;160;160|144;1,6;2.20|1.60;
522;RS;['15.132'];['15.132'];15.132;;P3,133;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;30;;;;;;78 x 56 x 25;DO 4000;D 4000;Palais Royal, room 30 (Archives Centrales), p.t. 144 ? 2,20;144;144;2,2;2.20;
523;RS;['15.134'];['15.134'];15.134;1.82;1.82;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;Residential District;Royal Palace;;Eastern archive;53(door);incantaion;;;;;146 x 111 x 37;DO 4001;D 4001;Quartier Residentiel, au N des Archives Est, p.t. 181 ? 2,0;181;181;2;2.00;
524;RS;['15.135'];['15.135'];15.135;;PS,206;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;E;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Eastern archive;;45;;;;;;83 x 62 x 26;DO 4002;D 4002;Palais royal, room 45 (Archives Est), p.t. 183 ? 2,15;183;183;2,15;2.15;
525;RS;['15.136'];['15.136'];15.136;;P3,121;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;VI;;;;;;88 x 67 x 30;DO 4003;D 4003;Palais Royal, cour VI (Archives Centrales), p.t. 187 ? 1,50;187;187;1,5;1.50;
526;RS;['15.137'];['15.137'];15.137;;P3,134;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;21;;;;;;76 x 65 x 29;DO 4004;D 4004;Palais Royal, room 21 (Archives Centrales), p.t. 189 ? 1,25;189;189;1,25;1.25;
527;RS;['15.138', '16.393B'];['15.138', '16.393B'];16.393B+15.138;;P3,101;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;IV/VI|VI;;;;;;61 x 55 x 26;DO 4005;D 4005;Palais Royal, entre cours IV et VI (Archives Centrales), p.t. 190 ? 2,0;190;455|190;2;2.00|0.80;
528;RS;['15.139'];['15.139'];15.139;;P3,166;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;21;;;;;;65 x 66 x28;DO 4006;D 4006;Palais Royal, room 21 (Archives Centrales), p.t. 189 ? 1,25;189;189;1,25;1.25;
529;RS;['15.140'];['15.140'];15.140;;P3,135;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;30/31;;;;;;85 x 60 x 27;DO 4007;D 4007;Palais Royal, entre rooms 30, 31 (Archives Centrales), p.t. 199 ? 2,50;199;199;2,5;2.50;
530;RS;['15.141'];['15.141'];15.141;;P3,136;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;30;;;;;;53 x 62 x 18;DO 4008;D 4008;Palais Royal, room 30, porte S (Archives Centrales), p.t. 198 ? 2,80;198;198;2,8;2.80;
531;RS;['15.143', '15.164'];['15.143', '15.164'];15.143+15.164;;P3,117;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;IV;;;;;;77 x 54 x 25;DO 4009;D 4009;Palais Royal, cour IV (Archives Centrales), p.t. 197 ? 1,60;197;ib.|197;1,6;1.60;
532;RS;['15.144G'];['15.144[G]'];;9.87;;Alphabetic;Ugaritic;;;;;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;;Eastern archive;;;;;;;;9 x 14 x 17;Damas s.n.;;Palais Royal, room 53 (Archives Est), p.t. 124 ? 2,10;124;;2,1;;
533;RS;['15.144A'];['15.144A'];;9.81;;Alphabetic;Ugaritic;;;;;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;;Eastern archive;;;;;;;;39 x 34 x 17;Damas s.n.;;Palais Royal, room 53 (Archives Est), p.t. 124 ? 2,10;124;;2,1;;
534;RS;['15.144B'];['15.144B'];;9.82;;Alphabetic;Ugaritic;;;;;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;;Eastern archive;;;;;;;;22 x 37 x 13;Damas s.n.;;Palais Royal, room 53 (Archives Est), p.t. 124 ? 2,10;124;;2,1;;
535;RS;['15.144C'];['15.144C'];;9.83;;Alphabetic;Ugaritic;;;;;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;;Eastern archive;;;;;;;;21 x 19 x 12;Damas s.n.;;Palais Royal, room 53 (Archives Est), p.t. 124 ? 2,10;124;;2,1;;
536;RS;['15.144D'];['15.144D'];;9.84;;Alphabetic;Ugaritic;;;;;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;;Eastern archive;;;;;;;;17 x 20 x 12;Damas s.n.;;Palais Royal, room 53 (Archives Est) p.t. 124 ? 2,10;124;;2,1;;
537;RS;['15.144E'];['15.144E'];;9.85;;Alphabetic;Ugaritic;;;;;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;;Eastern archive;;;;;;;;19 x 35 x 20;Damas s.n.;;Palais Royal, room 53 (Archives Est), p.t. 124 ? 2,10;124;;2,1;;
538;RS;['15.144F'];['15.144F'];;9.86;;Alphabetic;Ugaritic;;;;;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;;Eastern archive;;;;;;;;27 x 30 x 19;Damas s.n.;;Palais Royal, room 53 (Archives Est), p.t. 124 ? 2,10;124;;2,1;;
539;RS;['15.145'];['15.145'];15.145;;P3,122;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;VI;;;;;;66 x 64 x 28;DO 4010;D 4010;Palais Royal, cour VI (Archives Centrales), p.t. 196 ? 1,60;196;196;1,6;1.60;
540;RS;['15.146'];['15.146'];15.146+15.161;;P3,58|TEO 1,92];Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;VI;;;;;;50 x 43 x 20;DO 4011;D 4011;Palais Royal, cour VI (Archives Centrales), p.t. 196 ? 1,60;196;ib.|196;1,6;1.60;
541;RS;['15.147'];['15.147'];15.147;;P3,125;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;31;;;;;;64 x 70 x 31;DO 4012;D 4012;Palais Royal, room 31 (Archives Centrales), p.t. 211 ? 3,0;211;211;3;3.00;
542;RS;['15.150'];['15.150'];15.150;;P3,171;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;31;;;;;;59 x 34 x 33;DO 4013;D 4013;Palais Royal, room 31 (Archives Centrales), p.t. 211 ? 3,0;211;211;3;;
543;RS;['15.152'];['15.152'];15.152;;U5,nl7b;Logosyllabic;"Akkadian; Sumerian";Logosyllabic;"Sumerian;Akkadian";s-su-ak;M;Tablet;"Tablet, Logosyllabic Akkadian; Sumerian";Royal Palace;Royal Palace;Central archive;Central archive;30;incantaion;PRAVDA;Incantation;;;53 x 61 x 14;DO 4014;D 4014;Palais Royal, room 30 (Archives Centrales), p.t. 161 ? 0,40;161;161;0,4;0.40;
544;RS;['15.153'];['15.153'];15.153;4.185;4.185;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;53;;;;;;37 x 41 x 20;DO 4015;D 4015;Palais Royal, room 53 (Archives Est), p.t. 124 ? 2,10;124;124;2,1;2.10;
545;RS;['15.154'];['15.154'];15.154;;P3,187;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;tag;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Eastern archive;Eastern archive;53;;;;;;17 x 23 x 15;DO 4016;D 4016;Palais Royal, room 53 (Archives Est), p.t. 124 ? 2,10;124;124;2,1;2.10;
546;RS;['15.155'];['15.155'];15.155;;P3,118;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;30;;PRAVDA;Legal;"mentions ""field of a god of […]""";;77 x 53 x 26;DO 4017;D4017;Palais Royal, room 30 (Archives Centrales), p.t. 112 ? 1,10;112;112;1,1;1.10;
547;RS;['15.156'];['15.156'];15.156;4.186;4.186;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Central archive;Central archive;30;;;;;;48 x 33 x 22;DO 4018;D 4018;Palais Royal, déblais région p.t. 112 (room 30) (Archives Centrales);112;112 (dump);;;
548;RS;['15.157'];['15.157'];15.157;4.187;4.187;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;;Royal Palace;;;near Arch.E;;;;;;42 x 36 x 16;DO 4019;D 4019;Pierrier ? l'extr. aile est du palais royal;;;;;
549;RS;['15.158'];['15.158'];15.158;2.20;2.20;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;LeI;Tablet;Tablet, Alphabetic Ugaritic;Debris;Royal Palace;;Eastern archive;53(inv:dump);;FALSE;Letter;no indication;;36 x 40 x 15;DO 4020;D 4020;Déblais région p.t. 122 (Ar- chives Cen- trales, Cour VI) ? 2,0;122;122;;2.00;
550;RS;['15.159'];['15.159'];15.159;;;;;;;;tag (seals);Tablet;Tablet;Royal Palace;Royal Palace;Central archive;Eastern archive;52/53;;;;;;27 x 36 x 23;DO 4021;D 4021;Palais Royal, entre rooms 52, 53 (Archives Centrales), p.t. 123 ? 2,55;123;123;2,55;2.55;
551;RS;['15.162'];['15.162'];15.162;8.9;8.9;;;Alphabetic;Ugaritic?;a-ug?;tag;Tablet;Tablet;Royal Palace;Royal Palace;Central archive;Central archive;VI;;;;;;33 x 29 x 21;DO 4022;D 4022;Palais Royal, cour VI (Archives Centrales), p.t. 174 ? 1,0;174;174;1;1.00;
552;RS;['15.167', '15.163'];['15.163', '15.167'];15.167+15.163;;P3,124;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;30;;;;;;89 x 46 x 27;DO 4023;D 4023;Palais Royal, cour VI (Archives Centrales), p.t. 174 ? 1,0;174;ib.|193;1;1.85;
553;RS;['15.168'];['15.168'];15.168;;P3,136;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;J;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Central archive;Central archive;30;;;;;;82 x 57 x 28;DO 4024;D 4024;Palais Royal, room 30 (Archives Centrales), p.t. 148 ? 2,75;148;148;2,75;2.75;
554;RS;['15.169A', 'A', '15.169'];['15.169', '15.169[A]'];15.169+[A];4.188;4.188;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Eastern archive;Eastern archive;54;;;;;;90 x 65 x 25;DO 4025;D 4025+[A];Palais Royal, room 54 (Archives Est), p.t. 145 ? 0,50;145;145;0,5;0.50;
