;Excavation Siglum;Excavation Numbers;Clemens 2001;Clemens 2001 type;Clemens note;Description;Genre;Object Type;Museum Number;Archive/General area;detail in general;Full TEO Findspot;Topographic Point;Find Depth;Associated Text;Script;Language;Size;KTU3;possible relevant (religious) genres;seal;note;Associated SAU Entry
253;RS;['17.357'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, rooms 68-69 (Archives Sud), p.t. 1182 ? 2,0;1182;2;RS 17.357;Logosyllabic;Akkadian;47 x 42 x 23;;;;;17.004+17.353+17.357+17.450+19.101+21.053
254;RS;['17.004'];PRAVDA;Legal;divine witnesses;Tablet, Logosyllabic Akkadian;;Tablet;DO 4514;Royal Palace;Central archive;Palais Royal, cour IV (Archives Centrales), p.t. 563 ? 1,10;563;1,1;RS 17.004;Logosyllabic;Akkadian;48 x 25 x 24;;;;;17.004+17.353+17.357+17.450+19.101+21.053
255;RS;['17.450'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;;Palais Royal, cour V, p.t. 770 ? 0,55;770;0,55;RS 17.450;Logosyllabic;Akkadian;35 x 32 x 24;;;;;17.004+17.353+17.357+17.450+19.101+21.053
256;RS;['19.101'];PRAVDA;Legal;divine witnesses ;Tablet, Logosyllabic Akkadian;;Tablet;DO 5080;Royal Palace;;Palais Royal room 83, p.t. 1650 ? 1,35;1650;1,35;RS 19.101;Logosyllabic;Akkadian;76 x 34 x 30;;;;;17.004+17.353+17.357+17.450+19.101+21.053
257;RS;['21.053'];POSSIBLY TRUE;Legal;curse, but reconstructed;Tablet, Logosyllabic Akkadian;;Tablet;DO 5565;Royal Palace;Southwestern archives;Palais Royal, Cour V (Archives Sud-Ouest);;;RS 21.053;Logosyllabic;Akkadian;55 x 60 x 24;;;;;17.004+17.353+17.357+17.450+19.101+21.053
258;RS;['18.113[B]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;DO 7509;Royal Palace;;Palais Royal, room 77, p.t. 1514 ? 2,90;1514;2,9;RS 18.113 [B];Alphabetic;Ugaritic;39 x 28 x 5;2.43;;;;18.113A+18.113B
259;RS;['18.113A'];PRAVDA;Letter;benediction, more deities invoked;Tablet, Alphabetic Ugaritic;;Tablet;DO 7509;Royal Palace;;Palais Royal, room 77, p.t. 1514 ? 2,90;1514;2,9;RS 18.113A+;Alphabetic;Ugaritic;83 x 65 x 18;2.42;;;;18.113A+18.113B
260;RS;['18.[514][A]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;;Palais Royal, room 77, p.t. 1514 ? 2,90;1514;2,9;RS 18.[514] [A];Alphabetic;Ugaritic;10 x 19 x 4;9.228;;;;18.514[A]+18.514[B]+18.514[C]+18.514[D]+18.514[E]+18.514[F]+18.514[G]+18.514[H]
261;RS;['18.[514][B]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;;Palais Royal, room 77, p.t. 1514 ? 2,90;1514;2,9;RS 18.[514] [B];Alphabetic;Ugaritic;15 x 15 x 12;9.229;;;;18.514[A]+18.514[B]+18.514[C]+18.514[D]+18.514[E]+18.514[F]+18.514[G]+18.514[H]
262;RS;['18.[514][C]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;;Palais Royal, room 77, p.t. 1514 ? 2,90;1514;2,9;RS 18.[514] [C];Alphabetic;Ugaritic;14 x 16 x 7;9.230;;;;18.514[A]+18.514[B]+18.514[C]+18.514[D]+18.514[E]+18.514[F]+18.514[G]+18.514[H]
263;RS;['18.[514][D]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;;Palais Royal, room 77, p.t. 1514 ? 2,90;1514;2,9;RS 18.[514] [D];Alphabetic;Ugaritic;21 x 20 x 7;9.321;;;;18.514[A]+18.514[B]+18.514[C]+18.514[D]+18.514[E]+18.514[F]+18.514[G]+18.514[H]
264;RS;['18.[514][E]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;;Palais Royal, room 77, p.t. 1514 ? 2,90;1514;2,9;RS 18.[514] [E];Alphabetic;Ugaritic;11 x 8 x 3;9.232;;;;18.514[A]+18.514[B]+18.514[C]+18.514[D]+18.514[E]+18.514[F]+18.514[G]+18.514[H]
265;RS;['18.[514][F]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;;Palais Royal, room 77, p.t. 1514 ? 2,90;1514;2,9;RS 18.[514] [F];Alphabetic;Ugaritic;12 x 10 x 3;9.233;;;;18.514[A]+18.514[B]+18.514[C]+18.514[D]+18.514[E]+18.514[F]+18.514[G]+18.514[H]
266;RS;['18.[514][G]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;;Palais Royal, room 77, p.t. 1514 ? 2,90;1514;2,9;RS 18.[514] [G];Logosyllabic;Akkadian;14 x 12 x 13;;;;;18.514[A]+18.514[B]+18.514[C]+18.514[D]+18.514[E]+18.514[F]+18.514[G]+18.514[H]
267;RS;['18.[514][H]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;;Palais Royal, room 77, p.t. 1514 ? 2,90;1514;2,9;RS 18.[514] [H];Alphabetic;Ugaritic;16 x 10 x 6;9.234;;;;18.514[A]+18.514[B]+18.514[C]+18.514[D]+18.514[E]+18.514[F]+18.514[G]+18.514[H]
268;RS;['18.283A'];FALSE;?;too fragmentary;Tablet, Logosyllabic Akkadian;;Tablet;DO 4870;Royal Palace;Southwestern archives;Palais Royal, entre cour V et room 80 (Arch. Sud-Ouest), p.t. 1468 ? 2,90;1468;2,9;RS 18.283A;Logosyllabic;Akkadian;62 x 63 x 30;;;;;18.283B+18.283A
269;RS;['18.283B'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, entre cour V et room 80 (Arch. Sud-Ouest), p.t. 1468 ? 2,90;1468;2,9;RS 18.283B;Logosyllabic;Akkadian;23 x 22 x 19;;;;;18.283B+18.283A
270;RS;['19.015[A]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest);;;RS 19.015 [A];Alphabetic;Ugaritic;34 x 34 x 8;9.300;;;;19.015[A]+19.015[B]+19.015[C]+19.015[D]+19.015[E]+19.015[F]
271;RS;['19.015[B]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest);;;RS 19.015 [B];Alphabetic;Ugaritic;19 x 37 x 6;9.301;;;;19.015[A]+19.015[B]+19.015[C]+19.015[D]+19.015[E]+19.015[F]
272;RS;['19.015[C]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest);;;RS 19.015 [C];Alphabetic;Ugaritic;19 x 21 x 8;9.302;;;;19.015[A]+19.015[B]+19.015[C]+19.015[D]+19.015[E]+19.015[F]
273;RS;['19.015[D]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest);;;RS 19.015 [D];Alphabetic;Ugaritic;21 x 18 x 6;;;;;19.015[A]+19.015[B]+19.015[C]+19.015[D]+19.015[E]+19.015[F]
274;RS;['19.015[E]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest);;;RS 19.015 [E];Logosyllabic;Akkadian;31 x 34 x 7;;;;;19.015[A]+19.015[B]+19.015[C]+19.015[D]+19.015[E]+19.015[F]
275;RS;['19.015[F]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest);;;RS 19.015 [F];Logosyllabic;Akkadian;12 x 9 x 3;;;;;19.015[A]+19.015[B]+19.015[C]+19.015[D]+19.015[E]+19.015[F]
276;RS;['1.009[B]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 12.038;House of the High Priest;;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;;RS 1.009 [B];Alphabetic;Ugaritic;36 x 22 x 12;8.2;;;;1.009[B]+1.009[C]+1.009[D]+1.009[E]+1.009[F]+1.009[G]
277;RS;['1.009[C]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 12.038;House of the High Priest;;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;;RS 1.009 [C];Alphabetic;Ugaritic;29 x 19 x 19;8.3;;;;1.009[B]+1.009[C]+1.009[D]+1.009[E]+1.009[F]+1.009[G]
278;RS;['1.009[D]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 12.038;House of the High Priest;;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;;RS 1.009 [D];Alphabetic;Ugaritic;18 x 15 x 17;8.4;;;;1.009[B]+1.009[C]+1.009[D]+1.009[E]+1.009[F]+1.009[G]
279;RS;['1.009[E]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 12.038;House of the High Priest;;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;;RS 1.009 [E];Alphabetic;Ugaritic;12 x 16 x 18;8.5;;;;1.009[B]+1.009[C]+1.009[D]+1.009[E]+1.009[F]+1.009[G]
280;RS;['1.009[F]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 12.038;House of the High Priest;;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;;RS 1.009 [F];Alphabetic;Ugaritic;12 x 12 x 13;;;;;1.009[B]+1.009[C]+1.009[D]+1.009[E]+1.009[F]+1.009[G]
281;RS;['1.009[G]'];;;;Tablet, Logosyllabic Akkadian;?;Tablet;AO 12.038;House of the High Priest;;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;;RS 1.009 [G];Logosyllabic;Akkadian;10 x 13 x 11;;;;;1.009[B]+1.009[C]+1.009[D]+1.009[E]+1.009[F]+1.009[G]
282;RS;['1.[049A]'];;;;Tablet, Alphabetic Hurrian;;Tablet;M3441 = A7290;House of the High Priest;;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;;RS 1.[049A];Alphabetic;Hurrian;20 x 20 x 11;1.59;religious;;;1.[049A]+1.[049B]
283;RS;['1.[049B]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;M3441 = A7290;House of the High Priest;;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;;RS 1.[049B];Alphabetic;Ugaritic;17 x 18 x 6;9.1;;;;1.[049A]+1.[049B]
284;RS;['1.[059]'];FALSE;Lexical;as join maybe, but this fragment does not have religious refs.;Tablet, Logosyllabic Akkadian;lexical (Hh1);Tablet;M3396 = A2756 (AO 12.043);House of the High Priest;;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;;RS 1.[059];Logosyllabic;"Akkadian; Sumerian";69 x 55 x 27;;;;;1.[061]+1.[059]+2.[015]?
285;RS;['1.[061]'];;;;Tablet, Logosyllabic Akkadian;lexical (Hh1);Tablet;M3398 = A2758 (AO 12.045);House of the High Priest;;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;;RS 1.[061];Logosyllabic;"Akkadian; Sumerian";49 x 45 x 13;;;;;1.[061]+1.[059]+2.[015]?
286;RS;['2.[015]'];;;;Tablet, Logosyllabic Akkadian;lexical (Hh1);Tablet;M3404 = A2765 (AO 17.196);House of the High Priest;;Acropole, Maison du Grand Ptetre: (Tr C-E, K-L, p.t. 210-264);;;RS 2.[015];Logosyllabic;"Akkadian; Sumerian";90 x 120 x 27;;;;;1.[061]+1.[059]+2.[015]?
287;RS;['2.[017][A]'];UNCERTAIN;?;;Tablet, Logosyllabic Akkadian;lexical?;Tablet;AO 17.194 [A] (AO 19.961 A);House of the High Priest;;Acropole, Maison du Grand Ptetre: (Tr C-E, K-L, p.t. 210-264);;;RS 2.[017] [A];Logosyllabic;Akkadian;20 x 12 x 7;;;;;2.[017A]+2.[017B]
288;RS;['2.[017][B]'];UNCERTAIN;?;;Tablet, Logosyllabic Akkadian;lexical?;Tablet;AO 17.194 [B] (AO 19.961 B);House of the High Priest;;Acropole, Maison du Grand Ptetre: (Tr C-E, K-L, p.t. 210-264);;;RS 2.[017] [B];Logosyllabic;Akkadian;13 x 18 x 10;;;;;2.[017A]+2.[017B]
289;RS;['17.448'];;;;Tablet, Logosyllabic Akkadian;;Tablet;;Debris;;Déblais;;;RS 17.448;Logosyllabic;Akkadian;16 x 21;;;;;17.448+19.122
290;RS;['19.122'];UNCERTAIN;Letter?;mentions hittu, possibly connected with the blasphemy in Sidon? but it is too fragmentary;Tablet, Logosyllabic Akkadian;;Tablet;DO 5098;House of Yabninu;;Palais Sud, room 204, p.t. 1647 ? 2,30;1647;2,3;RS 19.122;Logosyllabic;Akkadian;62 x 54 x 6;;;;;17.448+19.122
291;RS;['34.180,14'];PRAVDA;Literary?, Religious?;mentions deities;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,14;Logosyllabic;Akkadian;43 x 85 x 42;;literary?;;;34.180,14+34.180,15
292;RS;['34.180,15'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,15;Logosyllabic;Akkadian;32 x 47 x 33;;;;;34.180,14+34.180,15
293;RS;['34.180,24'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,24;Logosyllabic;Akkadian;58 x 77 x 25;;;;;34.180,24+34.180,25+34.180,26
294;RS;['34.180,25'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,25;Logosyllabic;Akkadian;34 x 26 x 21;;;;;34.180,24+34.180,25+34.180,26
295;RS;['34.180,26'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,26;Logosyllabic;Akkadian;23 x 32 x 26;;;;;34.180,24+34.180,25+34.180,26
296;RS;['34.180,28'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,28;Logosyllabic;Akkadian;71 x 54 x 24;;;;;34.180,28+34.180,29
297;RS;['34.180,29'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,29;Logosyllabic;Akkadian;32 x 51 x 19;;;;;34.180,28+34.180,29
298;RS;['34.180,32'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,32;Logosyllabic;Akkadian;16 x 20 x 16;;;;;34.180,32+34.180,33
299;RS;['34.180,33'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,33;Logosyllabic;Akkadian;22 x 30 x 19;;;;;34.180,32+34.180,33
300;RS;['34.180,34'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,34;Logosyllabic;Akkadian;14 x 23 x 7;;;;;34.180,34+34.180,35
301;RS;['34.180,35'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,35;Logosyllabic;Akkadian;17 x 22 x 10;;;;;34.180,34+34.180,35
302;RS;['34.180,42'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,42;Logosyllabic;Akkadian;13 x 19 x 6;;;;;34.180,42+34.180,43+34.180,45+34.180,46
303;RS;['34.180,43'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,43;Logosyllabic;Akkadian;13 x 13 x 5;;;;;34.180,42+34.180,43+34.180,45+34.180,46
304;RS;['34.180,45'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,45;Logosyllabic;Akkadian;17 x 22 x 10;;;;;34.180,42+34.180,43+34.180,45+34.180,46
305;RS;['34.180,46'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,46;Logosyllabic;Akkadian;15 x 11 x 5;;;;;34.180,42+34.180,43+34.180,45+34.180,46
306;RS;['34.180,53'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,53;Logosyllabic;Akkadian;70 x 46 x 20;;;;;34.180,53+34.180,54+34.180,55+34.180,56+34.180,57+34.180,58+34.180,59
307;RS;['34.180,54'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,54;Logosyllabic;Akkadian;48 x 42 x 21;;;;;34.180,53+34.180,54+34.180,55+34.180,56+34.180,57+34.180,58+34.180,59
308;RS;['34.180,55'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,55;Logosyllabic;Akkadian;44 x 51 x 27;;;;;34.180,53+34.180,54+34.180,55+34.180,56+34.180,57+34.180,58+34.180,59
309;RS;['34.180,56'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,56;Logosyllabic;Akkadian;39 x 38 x 23;;;;;34.180,53+34.180,54+34.180,55+34.180,56+34.180,57+34.180,58+34.180,59
310;RS;['34.180,57'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,57;Logosyllabic;Akkadian;29 x 34 x 16;;;;;34.180,53+34.180,54+34.180,55+34.180,56+34.180,57+34.180,58+34.180,59
311;RS;['34.180,58'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,58;Logosyllabic;Akkadian;76 x 65 x 29;;;;;34.180,53+34.180,54+34.180,55+34.180,56+34.180,57+34.180,58+34.180,59
312;RS;['34.180,59'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,59;Logosyllabic;Akkadian;87 x 56 x 32;;;;;34.180,53+34.180,54+34.180,55+34.180,56+34.180,57+34.180,58+34.180,59
313;RS;['34.180,62'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,62;Logosyllabic;Akkadian;38 x 34 x 22;;;;;34.180,61+34.180,62+34.180,63+34.180,64
314;RS;['34.180,63'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,63;Logosyllabic;Akkadian;17 x 11 x 17;;;;;34.180,61+34.180,62+34.180,63+34.180,64
315;RS;['34.180,64'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,64;Logosyllabic;Akkadian;19 x 16 x 21;;;;;34.180,61+34.180,62+34.180,63+34.180,64
316;RS;['34.180,61'];;;;Tablet, Logosyllabic Akkadian;;Tablet;M 853;House of Urtenu;;Tas de déblais;;;RS 34.180,61;Logosyllabic;Akkadian;65 x 62 x 35;;;;;34.180,61+34.180,62+34.180,63+34.180,64
317;RS;['5.234'];;;;Tablet;;Tablet;;;;;;;RS 5.234;;;;;;;;5.248=5.234
318;RS;['5.248'];;;;Tablet, Alphabetic Ugaritic;;Tablet;M3387 = A2724 (AO 17.287);;;Surface du tell ? 21 m de l'ext. E de Tr. forteresse [= Temple de Dagan];;;RS 5.248;Alphabetic;Ugaritic;89 x 65 x 28;4.33;;;;5.248=5.234
319;RS;['5.218'];POSSIBLY TRUE;;medical?;Tablet, Alphabetic Ugaritic;;Tablet;M3340 = A2720 (AO 17.302);Acropolis;;Acropole «Tr. T IV p.t. 81-82 ? 1,0-1,20» (=p.t. 484/486);;;RS 5.218;Alphabetic;Ugaritic;43 x 34 x 23;7.55;incantation?/medical?;;;5.218=5.278
320;RS;['5.278'];;;;Tablet;;Tablet;;;;;;;RS 5.278;;;;;;;;5.218=5.278
321;RS;['5.259'];;;;Tablet, Alphabetic Ugaritic;;Tablet;M3336 = A2716 (AO 17.297);Acropolis;;Acropole «Tr. T IV p.t. 88 ? 0,70»;88;0,7;RS 5.259;Alphabetic;Ugaritic;49 x 60 x 18;1.25;myth?;;;5.259=5.252
322;RS;['5.252'];;;;Tablet;;Tablet;;;;;;;RS 5.252;;;;;;;;5.259=5.252
323;RS;['19.164E'];;;;Tablet, Logosyllabic Hurrian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,10;;2,1;RS 19.164E;Logosyllabic;Hurrian;48 x 52 x 20;;hymn;;;19.164E+19.164EE+19.164F+19.164FF+19.164G+19.164GG+19.164H+19.164HH+19.164I+19.164II+19.164J+19.164JJ+19.164K+19.164KK+19.164L+19.164LL+19.164M+19.164MM+19.164N+19.164NN+19.164O+19.164OO+19.164P+19.164PP+19.164Q+19.164QQ
324;RS;['19.164EE'];;;;Tablet, Logosyllabic Hurrian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,10;;2,1;RS 19.164EE;Logosyllabic;Hurrian;20 x 21 x 10;;hymn;;;19.164E+19.164EE+19.164F+19.164FF+19.164G+19.164GG+19.164H+19.164HH+19.164I+19.164II+19.164J+19.164JJ+19.164K+19.164KK+19.164L+19.164LL+19.164M+19.164MM+19.164N+19.164NN+19.164O+19.164OO+19.164P+19.164PP+19.164Q+19.164QQ
325;RS;['19.164F'];;;;Tablet, Logosyllabic Hurrian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,10;;2,1;RS 19.164F;Logosyllabic;Hurrian;17 x 49 x 18;;hymn;;;19.164E+19.164EE+19.164F+19.164FF+19.164G+19.164GG+19.164H+19.164HH+19.164I+19.164II+19.164J+19.164JJ+19.164K+19.164KK+19.164L+19.164LL+19.164M+19.164MM+19.164N+19.164NN+19.164O+19.164OO+19.164P+19.164PP+19.164Q+19.164QQ
326;RS;['19.164FF'];;;;Tablet, Logosyllabic Hurrian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,10;;2,1;RS 19.164FF;Logosyllabic;Hurrian;22 x 14 x 9;;hymn;;;19.164E+19.164EE+19.164F+19.164FF+19.164G+19.164GG+19.164H+19.164HH+19.164I+19.164II+19.164J+19.164JJ+19.164K+19.164KK+19.164L+19.164LL+19.164M+19.164MM+19.164N+19.164NN+19.164O+19.164OO+19.164P+19.164PP+19.164Q+19.164QQ
327;RS;['19.164G'];;;;Tablet, Logosyllabic Hurrian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,10;;2,1;RS 19.164G;Logosyllabic;Hurrian;20 x 41 x 6;;hymn;;;19.164E+19.164EE+19.164F+19.164FF+19.164G+19.164GG+19.164H+19.164HH+19.164I+19.164II+19.164J+19.164JJ+19.164K+19.164KK+19.164L+19.164LL+19.164M+19.164MM+19.164N+19.164NN+19.164O+19.164OO+19.164P+19.164PP+19.164Q+19.164QQ
328;RS;['19.164GG'];;;;Tablet, Logosyllabic Hurrian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,10;;2,1;RS 19.164GG;Logosyllabic;Hurrian;16 x 18 x 4;;hymn;;;19.164E+19.164EE+19.164F+19.164FF+19.164G+19.164GG+19.164H+19.164HH+19.164I+19.164II+19.164J+19.164JJ+19.164K+19.164KK+19.164L+19.164LL+19.164M+19.164MM+19.164N+19.164NN+19.164O+19.164OO+19.164P+19.164PP+19.164Q+19.164QQ
329;RS;['19.164H'];;;;Tablet, Logosyllabic Hurrian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,10;;2,1;RS 19.164H;Logosyllabic;Hurrian;35 x 42 x 13;;hymn;;;19.164E+19.164EE+19.164F+19.164FF+19.164G+19.164GG+19.164H+19.164HH+19.164I+19.164II+19.164J+19.164JJ+19.164K+19.164KK+19.164L+19.164LL+19.164M+19.164MM+19.164N+19.164NN+19.164O+19.164OO+19.164P+19.164PP+19.164Q+19.164QQ
330;RS;['19.164HH'];;;;Tablet, Logosyllabic Hurrian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,10;;2,1;RS 19.164HH;Logosyllabic;Hurrian;19 x 22 x 9;;hymn;;;19.164E+19.164EE+19.164F+19.164FF+19.164G+19.164GG+19.164H+19.164HH+19.164I+19.164II+19.164J+19.164JJ+19.164K+19.164KK+19.164L+19.164LL+19.164M+19.164MM+19.164N+19.164NN+19.164O+19.164OO+19.164P+19.164PP+19.164Q+19.164QQ
331;RS;['19.164I'];;;;Tablet, Logosyllabic Hurrian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,10;;2,1;RS 19.164I;Logosyllabic;Hurrian;43 x 73 x 17;;hymn;;;19.164E+19.164EE+19.164F+19.164FF+19.164G+19.164GG+19.164H+19.164HH+19.164I+19.164II+19.164J+19.164JJ+19.164K+19.164KK+19.164L+19.164LL+19.164M+19.164MM+19.164N+19.164NN+19.164O+19.164OO+19.164P+19.164PP+19.164Q+19.164QQ
332;RS;['19.164II'];;;;Tablet, Logosyllabic Hurrian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,10;;2,1;RS 19.164II;Logosyllabic;Hurrian;17 x 14 x 7;;hymn;;;19.164E+19.164EE+19.164F+19.164FF+19.164G+19.164GG+19.164H+19.164HH+19.164I+19.164II+19.164J+19.164JJ+19.164K+19.164KK+19.164L+19.164LL+19.164M+19.164MM+19.164N+19.164NN+19.164O+19.164OO+19.164P+19.164PP+19.164Q+19.164QQ
333;RS;['19.164J'];;;;Tablet, Logosyllabic Hurrian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,10;;2,1;RS 19.164J;Logosyllabic;Hurrian;45 x 57 x 20;;hymn;;;19.164E+19.164EE+19.164F+19.164FF+19.164G+19.164GG+19.164H+19.164HH+19.164I+19.164II+19.164J+19.164JJ+19.164K+19.164KK+19.164L+19.164LL+19.164M+19.164MM+19.164N+19.164NN+19.164O+19.164OO+19.164P+19.164PP+19.164Q+19.164QQ
334;RS;['19.164JJ'];;;;Tablet, Logosyllabic Hurrian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,10;;2,1;RS 19.164JJ;Logosyllabic;Hurrian;21 x 26 x 11;;hymn;;;19.164E+19.164EE+19.164F+19.164FF+19.164G+19.164GG+19.164H+19.164HH+19.164I+19.164II+19.164J+19.164JJ+19.164K+19.164KK+19.164L+19.164LL+19.164M+19.164MM+19.164N+19.164NN+19.164O+19.164OO+19.164P+19.164PP+19.164Q+19.164QQ
